COUNTRY,COUNTRY_GRP,SEX,YEAR,VALUE
,EU_BEFORE_MAY2004,ALL,1984,8181.92
,EU_BEFORE_MAY2004,ALL,1985,8442.81
,EU_BEFORE_MAY2004,ALL,1986,11563.94
,EU_BEFORE_MAY2004,ALL,1987,14266.39
,EU_BEFORE_MAY2004,ALL,1988,15892.13
,EU_BEFORE_MAY2004,ALL,1989,16161.19
,EU_BEFORE_MAY2004,ALL,1990,20007.44
,EU_BEFORE_MAY2004,ALL,1991,20718.51
,EU_BEFORE_MAY2004,ALL,1992,22479.37
,EU_BEFORE_MAY2004,ALL,1993,20308.03
,EU_BEFORE_MAY2004,ALL,1994,21439.77
,EU_BEFORE_MAY2004,ALL,1995,24753.75
,EU_BEFORE_MAY2004,ALL,1996,25188.75
,EU_BEFORE_MAY2004,ALL,1997,23655.57
,EU_BEFORE_MAY2004,ALL,1998,24372.52
,EU_BEFORE_MAY2004,ALL,1999,24306.13
,EU_BEFORE_MAY2004,ALL,2000,22454.76
,EU_BEFORE_MAY2004,ALL,2001,22512.72
,EU_BEFORE_MAY2004,ALL,2002,24412.1
,EU_BEFORE_MAY2004,ALL,2003,29511.24
,EU_BEFORE_MAY2004,ALL,2004,33789.56
,EU_BEFORE_MAY2004,ALL,2005,34859.28
,EU_BEFORE_MAY2004,ALL,2006,36859.02
,EU_BEFORE_MAY2004,ALL,2007,42068.81
,EU_BEFORE_MAY2004,ALL,2008,44687.34
,EU_BEFORE_MAY2004,ALL,2009,39957.23
,EU_BEFORE_MAY2004,ALL,2010,39386.66
,EU_BEFORE_MAY2004,ALL,2011,42568.26
,EU_BEFORE_MAY2004,ALL,2012,39965.71
,EU_BEFORE_MAY2004,ALL,2013,41467.4
,EU_BEFORE_MAY2004,ALL,2014,42776.53
,EU_BEFORE_MAY2004,ALL,2015,37488.06
,EU_BEFORE_MAY2004,ALL,2016,37510.24
,EU_BEFORE_MAY2004,ALL,2017,39112.54
,EU_BEFORE_MAY2004,ALL,2018,41982.44
,EU_BEFORE_MAY2004,ALL,2019,41058.65
,EU_BEFORE_MAY2004,ALL,2020,39786.47
,EU_MEMBERS,ALL,1970,2447.88
,EU_MEMBERS,ALL,1971,2670.37
,EU_MEMBERS,ALL,1972,3069.62
,EU_MEMBERS,ALL,1973,3760.71
,EU_MEMBERS,ALL,1974,4149.98
,EU_MEMBERS,ALL,1975,4699.83
,EU_MEMBERS,ALL,1976,4870.16
,EU_MEMBERS,ALL,1977,5410
,EU_MEMBERS,ALL,1978,6423.39
,EU_MEMBERS,ALL,1979,7594.85
,EU_MEMBERS,ALL,1980,8384.4
,EU_MEMBERS,ALL,1981,7360.63
,EU_MEMBERS,ALL,1982,7102.94
,EU_MEMBERS,ALL,1983,6914.18
,EU_MEMBERS,ALL,1984,6672.86
,EU_MEMBERS,ALL,1985,6831.94
,EU_MEMBERS,ALL,1986,9286.77
,EU_MEMBERS,ALL,1987,11311.53
,EU_MEMBERS,ALL,1988,12322.81
,EU_MEMBERS,ALL,1989,12523.83
,EU_MEMBERS,ALL,1990,15479.99
,EU_MEMBERS,ALL,1991,15976.84
,EU_MEMBERS,ALL,1992,17507.64
,EU_MEMBERS,ALL,1993,15944.5
,EU_MEMBERS,ALL,1994,16840.84
,EU_MEMBERS,ALL,1995,19447.99
,EU_MEMBERS,ALL,1996,19743.74
,EU_MEMBERS,ALL,1997,18082.77
,EU_MEMBERS,ALL,1998,18612.05
,EU_MEMBERS,ALL,1999,18469.11
,EU_MEMBERS,ALL,2000,16933.76
,EU_MEMBERS,ALL,2001,17171.57
,EU_MEMBERS,ALL,2002,18736.25
,EU_MEMBERS,ALL,2003,22937.58
,EU_MEMBERS,ALL,2004,26272.8
,EU_MEMBERS,ALL,2005,27296.32
,EU_MEMBERS,ALL,2006,29051.54
,EU_MEMBERS,ALL,2007,33528.9
,EU_MEMBERS,ALL,2008,36964.23
,EU_MEMBERS,ALL,2009,33393.25
,EU_MEMBERS,ALL,2010,32875.53
,EU_MEMBERS,ALL,2011,35694.19
,EU_MEMBERS,ALL,2012,33106.42
,EU_MEMBERS,ALL,2013,34422.86
,EU_MEMBERS,ALL,2014,35247.56
,EU_MEMBERS,ALL,2015,30437.63
,EU_MEMBERS,ALL,2016,31122.08
,EU_MEMBERS,ALL,2017,32879.77
,EU_MEMBERS,ALL,2018,35506.06
,EU_MEMBERS,ALL,2019,34834.05
,EU_MEMBERS,ALL,2020,33937.66
,EU_BEFORE_FEB2020,ALL,1970,2435.26
,EU_BEFORE_FEB2020,ALL,1971,2667.79
,EU_BEFORE_FEB2020,ALL,1972,3064.7
,EU_BEFORE_FEB2020,ALL,1973,3718.82
,EU_BEFORE_FEB2020,ALL,1974,4089.7
,EU_BEFORE_FEB2020,ALL,1975,4650.33
,EU_BEFORE_FEB2020,ALL,1976,4780.1
,EU_BEFORE_FEB2020,ALL,1977,5320.8
,EU_BEFORE_FEB2020,ALL,1978,6368.96
,EU_BEFORE_FEB2020,ALL,1979,7620.36
,EU_BEFORE_FEB2020,ALL,1980,8584.25
,EU_BEFORE_FEB2020,ALL,1981,7631.45
,EU_BEFORE_FEB2020,ALL,1982,7349.28
,EU_BEFORE_FEB2020,ALL,1983,7127.91
,EU_BEFORE_FEB2020,ALL,1984,6853.77
,EU_BEFORE_FEB2020,ALL,1985,7050.45
,EU_BEFORE_FEB2020,ALL,1986,9445.7
,EU_BEFORE_FEB2020,ALL,1987,11528.29
,EU_BEFORE_FEB2020,ALL,1988,12762.08
,EU_BEFORE_FEB2020,ALL,1989,12969.41
,EU_BEFORE_FEB2020,ALL,1990,15913.6
,EU_BEFORE_FEB2020,ALL,1991,16447.84
,EU_BEFORE_FEB2020,ALL,1992,17865.96
,EU_BEFORE_FEB2020,ALL,1993,16238.23
,EU_BEFORE_FEB2020,ALL,1994,17185.63
,EU_BEFORE_FEB2020,ALL,1995,19900.19
,EU_BEFORE_FEB2020,ALL,1996,20309.31
,EU_BEFORE_FEB2020,ALL,1997,19126.92
,EU_BEFORE_FEB2020,ALL,1998,19778.29
,EU_BEFORE_FEB2020,ALL,1999,19711.02
,EU_BEFORE_FEB2020,ALL,2000,18302.93
,EU_BEFORE_FEB2020,ALL,2001,18462
,EU_BEFORE_FEB2020,ALL,2002,20111.58
,EU_BEFORE_FEB2020,ALL,2003,24341.05
,EU_BEFORE_FEB2020,ALL,2004,27986.7
,EU_BEFORE_FEB2020,ALL,2005,29106.41
,EU_BEFORE_FEB2020,ALL,2006,30955.59
,EU_BEFORE_FEB2020,ALL,2007,35622.69
,EU_BEFORE_FEB2020,ALL,2008,38261.28
,EU_BEFORE_FEB2020,ALL,2009,34076.81
,EU_BEFORE_FEB2020,ALL,2010,33717.76
,EU_BEFORE_FEB2020,ALL,2011,36516.36
,EU_BEFORE_FEB2020,ALL,2012,34313.85
,EU_BEFORE_FEB2020,ALL,2013,35598.79
,EU_BEFORE_FEB2020,ALL,2014,36846.98
,EU_BEFORE_FEB2020,ALL,2015,32352.53
,EU_BEFORE_FEB2020,ALL,2016,32456.32
,EU_BEFORE_FEB2020,ALL,2017,33911.62
,EU_BEFORE_FEB2020,ALL,2018,36563.69
,EU_BEFORE_FEB2020,ALL,2019,35902.89
,EU_BEFORE_FEB2020,ALL,2020,34871.67
FIN,,ALL,1970,2465.64
FIN,,ALL,1971,2716.19
FIN,,ALL,1972,3177.65
FIN,,ALL,1973,4173.17
FIN,,ALL,1974,5297.61
FIN,,ALL,1975,6255.54
FIN,,ALL,1976,6739.69
FIN,,ALL,1977,7069.11
FIN,,ALL,1978,7628.82
FIN,,ALL,1979,9332.25
FIN,,ALL,1980,11223.94
FIN,,ALL,1981,10926.82
FIN,,ALL,1982,10938.12
FIN,,ALL,1983,10497.48
FIN,,ALL,1984,10833.87
FIN,,ALL,1985,11398.11
FIN,,ALL,1986,14951.05
FIN,,ALL,1987,18571.06
FIN,,ALL,1988,22047.79
FIN,,ALL,1989,23973.24
FIN,,ALL,1990,28364.65
FIN,,ALL,1991,25484.74
FIN,,ALL,1992,22319.06
FIN,,ALL,1993,17608.81
FIN,,ALL,1994,20301.33
FIN,,ALL,1995,26271.6
FIN,,ALL,1996,25783.45
FIN,,ALL,1997,24691.87
FIN,,ALL,1998,26009.27
FIN,,ALL,1999,26186.19
FIN,,ALL,2000,24345.91
FIN,,ALL,2001,24967.79
FIN,,ALL,2002,26997.75
FIN,,ALL,2003,32927.68
FIN,,ALL,2004,37772.18
FIN,,ALL,2005,39054.85
FIN,,ALL,2006,41222.6
FIN,,ALL,2007,48476.39
FIN,,ALL,2008,53772.79
FIN,,ALL,2009,47481.48
FIN,,ALL,2010,46505.3
FIN,,ALL,2011,51148.93
FIN,,ALL,2012,47708.06
FIN,,ALL,2013,49892.22
FIN,,ALL,2014,50327.24
FIN,,ALL,2015,42801.91
FIN,,ALL,2016,43814.03
FIN,,ALL,2017,46412.14
FIN,,ALL,2018,49988.91
FIN,,ALL,2019,48628.64
FIN,,ALL,2020,49160.84
FIN,,ALL,2021,53982.61
FRA,,ALL,1970,2857.25
FRA,,ALL,1971,3169.04
FRA,,ALL,1972,3854.56
FRA,,ALL,1973,4969.76
FRA,,ALL,1974,5328.24
FRA,,ALL,1975,6690.58
FRA,,ALL,1976,6866.82
FRA,,ALL,1977,7532.53
FRA,,ALL,1978,9264.78
FRA,,ALL,1979,11179.63
FRA,,ALL,1980,12713.37
FRA,,ALL,1981,11104.98
FRA,,ALL,1982,10496.93
FRA,,ALL,1983,9993.42
FRA,,ALL,1984,9419.7
FRA,,ALL,1985,9763.33
FRA,,ALL,1986,13540.25
FRA,,ALL,1987,16302.45
FRA,,ALL,1988,17680
FRA,,ALL,1989,17694.31
FRA,,ALL,1990,21793.84
FRA,,ALL,1991,21675.06
FRA,,ALL,1992,23813.71
FRA,,ALL,1993,22380.11
FRA,,ALL,1994,23496.52
FRA,,ALL,1995,26890.22
FRA,,ALL,1996,26871.83
FRA,,ALL,1997,24228.95
FRA,,ALL,1998,24974.27
FRA,,ALL,1999,24681.54
FRA,,ALL,2000,22419.69
FRA,,ALL,2001,22452.98
FRA,,ALL,2002,24292.58
FRA,,ALL,2003,29633.68
FRA,,ALL,2004,33803.31
FRA,,ALL,2005,34773.15
FRA,,ALL,2006,36474.16
FRA,,ALL,2007,41561.2
FRA,,ALL,2008,45519.3
FRA,,ALL,2009,41740.24
FRA,,ALL,2010,40677.99
FRA,,ALL,2011,43848.11
FRA,,ALL,2012,40872.36
FRA,,ALL,2013,42605.04
FRA,,ALL,2014,43068.55
FRA,,ALL,2015,36652.92
FRA,,ALL,2016,37062.53
FRA,,ALL,2017,38781.05
FRA,,ALL,2018,41592.8
FRA,,ALL,2019,40578.64
FRA,,ALL,2020,39037.12
FRA,,ALL,2021,43518.54
GBR,,ALL,1970,2347.54
GBR,,ALL,1971,2649.8
GBR,,ALL,1972,3030.43
GBR,,ALL,1973,3426.28
GBR,,ALL,1974,3665.86
GBR,,ALL,1975,4299.75
GBR,,ALL,1976,4138.17
GBR,,ALL,1977,4681.44
GBR,,ALL,1978,5976.94
GBR,,ALL,1979,7804.76
GBR,,ALL,1980,10032.06
GBR,,ALL,1981,9599.31
GBR,,ALL,1982,9146.08
GBR,,ALL,1983,8691.52
GBR,,ALL,1984,8179.19
GBR,,ALL,1985,8652.22
GBR,,ALL,1986,10611.11
GBR,,ALL,1987,13118.59
GBR,,ALL,1988,15987.17
GBR,,ALL,1989,16239.28
GBR,,ALL,1990,19095.47
GBR,,ALL,1991,19900.73
GBR,,ALL,1992,20487.17
GBR,,ALL,1993,18389.02
GBR,,ALL,1994,19709.24
GBR,,ALL,1995,23206.57
GBR,,ALL,1996,24438.53
GBR,,ALL,1997,26742.98
GBR,,ALL,1998,28269.32
GBR,,ALL,1999,28726.86
GBR,,ALL,2000,28223.07
GBR,,ALL,2001,27806.45
GBR,,ALL,2002,30049.9
GBR,,ALL,2003,34487.47
GBR,,ALL,2004,40371.71
GBR,,ALL,2005,42132.09
GBR,,ALL,2006,44654.1
GBR,,ALL,2007,50653.26
GBR,,ALL,2008,47549.35
GBR,,ALL,2009,38952.21
GBR,,ALL,2010,39688.61
GBR,,ALL,2011,42284.88
GBR,,ALL,2012,42686.8
GBR,,ALL,2013,43713.81
GBR,,ALL,2014,47787.24
GBR,,ALL,2015,45404.57
GBR,,ALL,2016,41499.56
GBR,,ALL,2017,40857.76
GBR,,ALL,2018,43646.95
GBR,,ALL,2019,43070.5
GBR,,ALL,2020,41098.08
GBR,,ALL,2021,47334.36
GEO,,ALL,1990,1614.64
GEO,,ALL,1991,1314.67
GEO,,ALL,1992,757.22
GEO,,ALL,1993,550.02
GEO,,ALL,1994,519.86
GEO,,ALL,1995,578.34
GEO,,ALL,1996,689.06
GEO,,ALL,1997,807.03
GEO,,ALL,1998,851.53
GEO,,ALL,1999,673.54
GEO,,ALL,2000,749.91
GEO,,ALL,2001,801.99
GEO,,ALL,2002,853.52
GEO,,ALL,2003,1010.01
GEO,,ALL,2004,1305.05
GEO,,ALL,2005,1642.76
GEO,,ALL,2006,1996.06
GEO,,ALL,2007,2635.35
GEO,,ALL,2008,3324.74
GEO,,ALL,2009,2822.67
GEO,,ALL,2010,3233.3
GEO,,ALL,2011,4021.74
GEO,,ALL,2012,4421.82
GEO,,ALL,2013,4623.75
GEO,,ALL,2014,4739.19
GEO,,ALL,2015,4014.19
GEO,,ALL,2016,4062.17
GEO,,ALL,2017,4357
GEO,,ALL,2018,4722.04
GEO,,ALL,2019,4696.15
GEO,,ALL,2020,4255.74
GEO,,ALL,2021,5042.39
GRC,,ALL,1970,1494.39
GRC,,ALL,1971,1652.33
GRC,,ALL,1972,1899.68
GRC,,ALL,1973,2502.81
GRC,,ALL,1974,2828.75
GRC,,ALL,1975,3153.24
GRC,,ALL,1976,3390.54
GRC,,ALL,1977,3886.37
GRC,,ALL,1978,4694.63
GRC,,ALL,1979,5705.95
GRC,,ALL,1980,5893.66
GRC,,ALL,1981,5380.27
GRC,,ALL,1982,5579.23
GRC,,ALL,1983,5019.88
GRC,,ALL,1984,4852.57
GRC,,ALL,1985,4813.71
GRC,,ALL,1986,5656.51
GRC,,ALL,1987,6564.88
GRC,,ALL,1988,7598.03
GRC,,ALL,1989,7846.68
GRC,,ALL,1990,9600.19
GRC,,ALL,1991,10188.37
GRC,,ALL,1992,11176.46
GRC,,ALL,1993,10401.98
GRC,,ALL,1994,11091.28
GRC,,ALL,1995,12959.32
GRC,,ALL,1996,13749.12
GRC,,ALL,1997,13427.83
GRC,,ALL,1998,13472.14
GRC,,ALL,1999,13249.66
GRC,,ALL,2000,12072.93
GRC,,ALL,2001,12549.04
GRC,,ALL,2002,14177.57
GRC,,ALL,2003,18518.38
GRC,,ALL,2004,21995.48
GRC,,ALL,2005,22560.15
GRC,,ALL,2006,24821.94
GRC,,ALL,2007,28863.97
GRC,,ALL,2008,32127.98
GRC,,ALL,2009,29828.76
GRC,,ALL,2010,26716.65
GRC,,ALL,2011,25483.88
GRC,,ALL,2012,21913
GRC,,ALL,2013,21787.79
GRC,,ALL,2014,21616.71
GRC,,ALL,2015,18083.88
GRC,,ALL,2016,17923.97
GRC,,ALL,2017,18582.09
GRC,,ALL,2018,19756.99
GRC,,ALL,2019,19133.76
GRC,,ALL,2020,17647.23
GRC,,ALL,2021,20276.54
HRV,,ALL,1995,4917.09
HRV,,ALL,1996,5283.01
HRV,,ALL,1997,5312.37
HRV,,ALL,1998,5691.11
HRV,,ALL,1999,5246.94
HRV,,ALL,2000,4887.71
HRV,,ALL,2001,5412.93
HRV,,ALL,2002,6293.23
HRV,,ALL,2003,8129.79
HRV,,ALL,2004,9747.44
HRV,,ALL,2005,10621.51
HRV,,ALL,2006,11797.47
HRV,,ALL,2007,14046.32
HRV,,ALL,2008,16416.59
HRV,,ALL,2009,14653.04
HRV,,ALL,2010,14067.52
HRV,,ALL,2011,14757.18
HRV,,ALL,2012,13401.66
HRV,,ALL,2013,13837.73
HRV,,ALL,2014,13762.37
HRV,,ALL,2015,11933.38
HRV,,ALL,2016,12527.74
HRV,,ALL,2017,13629.29
HRV,,ALL,2018,15227.56
HRV,,ALL,2019,15311.77
HRV,,ALL,2020,14132.49
HRV,,ALL,2021,17398.77
HUN,,ALL,1991,3350.26
HUN,,ALL,1992,3735.11
HUN,,ALL,1993,3873.99
HUN,,ALL,1994,4173.37
HUN,,ALL,1995,4494.71
HUN,,ALL,1996,4525.04
HUN,,ALL,1997,4596.18
HUN,,ALL,1998,4744.21
HUN,,ALL,1999,4793.48
HUN,,ALL,2000,4624.28
HUN,,ALL,2001,5276.03
HUN,,ALL,2002,6655.33
HUN,,ALL,2003,8421.1
HUN,,ALL,2004,10303.7
HUN,,ALL,2005,11225.93
HUN,,ALL,2006,11493.1
HUN,,ALL,2007,13944.97
HUN,,ALL,2008,15777.19
HUN,,ALL,2009,13081.79
HUN,,ALL,2010,13223.08
HUN,,ALL,2011,14240.26
HUN,,ALL,2012,12989.18
HUN,,ALL,2013,13719.95
HUN,,ALL,2014,14298.83
HUN,,ALL,2015,12720.71
HUN,,ALL,2016,13107.38
HUN,,ALL,2017,14623.7
HUN,,ALL,2018,16427.37
HUN,,ALL,2019,16735.66
HUN,,ALL,2020,16075.97
HUN,,ALL,2021,18772.67
IRL,,ALL,1970,1486.51
IRL,,ALL,1971,1703.93
IRL,,ALL,1972,2080.47
IRL,,ALL,1973,2424.27
IRL,,ALL,1974,2516.93
IRL,,ALL,1975,2973.4
IRL,,ALL,1976,2919.58
IRL,,ALL,1977,3427.07
IRL,,ALL,1978,4399.99
IRL,,ALL,1979,5429.96
IRL,,ALL,1980,6372.44
IRL,,ALL,1981,5986.15
IRL,,ALL,1982,6160.64
IRL,,ALL,1983,5915.24
IRL,,ALL,1984,5692.03
IRL,,ALL,1985,6011.74
IRL,,ALL,1986,8112.17
IRL,,ALL,1987,9581.91
IRL,,ALL,1988,10715.87
IRL,,ALL,1989,11175.82
IRL,,ALL,1990,14031.3
IRL,,ALL,1991,14087.21
IRL,,ALL,1992,15714.38
IRL,,ALL,1993,14657.06
IRL,,ALL,1994,15902.93
IRL,,ALL,1995,19158.46
IRL,,ALL,1996,20835.9
IRL,,ALL,1997,22551.11
IRL,,ALL,1998,24294.85
IRL,,ALL,1999,26338.11
IRL,,ALL,2000,26334.57
IRL,,ALL,2001,28282.41
IRL,,ALL,2002,32705.43
IRL,,ALL,2003,41203.53
IRL,,ALL,2004,47754.2
IRL,,ALL,2005,50933.02
IRL,,ALL,2006,54329.16
IRL,,ALL,2007,61396.42
IRL,,ALL,2008,61353.11
IRL,,ALL,2009,52133.09
IRL,,ALL,2010,48655.37
IRL,,ALL,2011,52177.11
IRL,,ALL,2012,49026.02
IRL,,ALL,2013,51533.03
IRL,,ALL,2014,55599.85
IRL,,ALL,2015,62012.48
IRL,,ALL,2016,62861.64
IRL,,ALL,2017,69774.03
IRL,,ALL,2018,79107.6
IRL,,ALL,2019,80886.62
IRL,,ALL,2020,85422.54
IRL,,ALL,2021,99152.1
ISL,,ALL,1970,2576.35
ISL,,ALL,1971,3252.1
ISL,,ALL,1972,4014.84
ISL,,ALL,1973,5437.34
ISL,,ALL,1974,7040.55
ISL,,ALL,1975,6454.18
ISL,,ALL,1976,7583.28
ISL,,ALL,1977,9957.25
ISL,,ALL,1978,11236.74
ISL,,ALL,1979,12640.64
ISL,,ALL,1980,14821.82
ISL,,ALL,1981,15137.25
ISL,,ALL,1982,13711.74
ISL,,ALL,1983,11671.81
ISL,,ALL,1984,11959.54
ISL,,ALL,1985,12361.19
ISL,,ALL,1986,16406.05
ISL,,ALL,1987,22453.19
ISL,,ALL,1988,24451.97
ISL,,ALL,1989,22434.35
ISL,,ALL,1990,25384.92
ISL,,ALL,1991,26802.99
ISL,,ALL,1992,27124.27
ISL,,ALL,1993,23579.8
ISL,,ALL,1994,24018.63
ISL,,ALL,1995,26633.59
ISL,,ALL,1996,27614.88
ISL,,ALL,1997,27919.16
ISL,,ALL,1998,31030.05
ISL,,ALL,1999,32381.63
ISL,,ALL,2000,32096.37
ISL,,ALL,2001,28897.44
ISL,,ALL,2002,32409.22
ISL,,ALL,2003,39476.7
ISL,,ALL,2004,47334.93
ISL,,ALL,2005,56794.85
ISL,,ALL,2006,57492.93
ISL,,ALL,2007,69495.73
ISL,,ALL,2008,56943.37
ISL,,ALL,2009,41301.27
ISL,,ALL,2010,43237.07
ISL,,ALL,2011,47714.59
ISL,,ALL,2012,45995.55
ISL,,ALL,2013,49804.98
ISL,,ALL,2014,54576.74
ISL,,ALL,2015,52951.68
ISL,,ALL,2016,61987.93
ISL,,ALL,2017,72010.15
ISL,,ALL,2018,74469.8
ISL,,ALL,2019,68941.46
ISL,,ALL,2020,59264.03
ISL,,ALL,2021,68383.77
ISR,,ALL,1995,18143.5
ISR,,ALL,1996,19357.11
ISR,,ALL,1997,19663.04
ISR,,ALL,1998,19427.08
ISR,,ALL,1999,19129.19
ISR,,ALL,2000,21061.48
ISR,,ALL,2001,20316.25
ISR,,ALL,2002,18439.65
ISR,,ALL,2003,18991.38
ISR,,ALL,2004,19910.61
ISR,,ALL,2005,20585.14
ISR,,ALL,2006,21853.14
ISR,,ALL,2007,24952.55
ISR,,ALL,2008,29650.77
ISR,,ALL,2009,27780.46
ISR,,ALL,2010,30780.02
ISR,,ALL,2011,33775.51
ISR,,ALL,2012,32667.61
ISR,,ALL,2013,36499.46
ISR,,ALL,2014,37847.65
ISR,,ALL,2015,35808.44
ISR,,ALL,2016,37330.26
ISR,,ALL,2017,40774.13
ISR,,ALL,2018,42063.45
ISR,,ALL,2019,43951.25
ISR,,ALL,2020,44177.57
ISR,,ALL,2021,51430.08
ITA,,ALL,1970,2106.86
ITA,,ALL,1971,2305.61
ITA,,ALL,1972,2671.14
ITA,,ALL,1973,3205.25
ITA,,ALL,1974,3621.15
ITA,,ALL,1975,4106.99
ITA,,ALL,1976,4033.1
ITA,,ALL,1977,4603.6
ITA,,ALL,1978,5610.5
ITA,,ALL,1979,6990.29
ITA,,ALL,1980,8456.92
ITA,,ALL,1981,7622.83
ITA,,ALL,1982,7556.52
ITA,,ALL,1983,7832.58
ITA,,ALL,1984,7739.72
ITA,,ALL,1985,7990.69
ITA,,ALL,1986,11315.02
ITA,,ALL,1987,14234.73
ITA,,ALL,1988,15744.66
ITA,,ALL,1989,16386.66
ITA,,ALL,1990,20825.78
ITA,,ALL,1991,21956.53
ITA,,ALL,1992,23243.47
ITA,,ALL,1993,18738.76
ITA,,ALL,1994,19337.63
ITA,,ALL,1995,20664.55
ITA,,ALL,1996,23081.6
ITA,,ALL,1997,21829.35
ITA,,ALL,1998,22318.14
ITA,,ALL,1999,22005.05
ITA,,ALL,2000,20137.59
ITA,,ALL,2001,20500.95
ITA,,ALL,2002,22376.3
ITA,,ALL,2003,27526.32
ITA,,ALL,2004,31317.2
ITA,,ALL,2005,32055.09
ITA,,ALL,2006,33529.73
ITA,,ALL,2007,37870.75
ITA,,ALL,2008,40944.91
ITA,,ALL,2009,37226.76
ITA,,ALL,2010,36035.64
ITA,,ALL,2011,38649.64
ITA,,ALL,2012,35051.52
ITA,,ALL,2013,35560.08
ITA,,ALL,2014,35565.72
ITA,,ALL,2015,30242.39
ITA,,ALL,2016,30960.73
ITA,,ALL,2017,32406.72
ITA,,ALL,2018,34622.17
ITA,,ALL,2019,33673.48
ITA,,ALL,2020,31834.97
ITA,,ALL,2021,35551.28
KAZ,,ALL,1990,1647.46
KAZ,,ALL,1991,1514.92
KAZ,,ALL,1992,1515.74
KAZ,,ALL,1993,1429.08
KAZ,,ALL,1994,1316.18
KAZ,,ALL,1995,1288.19
KAZ,,ALL,1996,1350.31
KAZ,,ALL,1997,1445.5
KAZ,,ALL,1998,1468.67
KAZ,,ALL,1999,1130.12
KAZ,,ALL,2000,1229
KAZ,,ALL,2001,1490.93
KAZ,,ALL,2002,1658.03
KAZ,,ALL,2003,2068.12
KAZ,,ALL,2004,2874.29
KAZ,,ALL,2005,3771.28
KAZ,,ALL,2006,5291.58
KAZ,,ALL,2007,6771.41
KAZ,,ALL,2008,8458.02
KAZ,,ALL,2009,7165.22
KAZ,,ALL,2010,9070.49
KAZ,,ALL,2011,11634
KAZ,,ALL,2012,12386.7
KAZ,,ALL,2013,13890.63
KAZ,,ALL,2014,12807.26
KAZ,,ALL,2015,10510.77
KAZ,,ALL,2016,7714.84
KAZ,,ALL,2017,9247.58
KAZ,,ALL,2018,9812.63
KAZ,,ALL,2019,9812.6
KAZ,,ALL,2020,9121.64
KAZ,,ALL,2021,10041.49
KGZ,,ALL,1990,609.17
KGZ,,ALL,1991,575.64
KGZ,,ALL,1992,513.04
KGZ,,ALL,1993,449.07
KGZ,,ALL,1994,372.31
KGZ,,ALL,1995,364.23
KGZ,,ALL,1996,394.86
KGZ,,ALL,1997,376.43
KGZ,,ALL,1998,345.14
KGZ,,ALL,1999,258.05
KGZ,,ALL,2000,279.62
KGZ,,ALL,2001,308.41
KGZ,,ALL,2002,321.73
KGZ,,ALL,2003,380.51
KGZ,,ALL,2004,433.23
KGZ,,ALL,2005,476.55
KGZ,,ALL,2006,543.11
KGZ,,ALL,2007,721.77
KGZ,,ALL,2008,966.39
KGZ,,ALL,2009,871.22
KGZ,,ALL,2010,880.04
KGZ,,ALL,2011,1123.88
KGZ,,ALL,2012,1177.97
KGZ,,ALL,2013,1282.44
KGZ,,ALL,2014,1279.77
KGZ,,ALL,2015,1121.08
KGZ,,ALL,2016,1120.67
KGZ,,ALL,2017,1242.77
KGZ,,ALL,2018,1308.14
KGZ,,ALL,2019,1374.03
KGZ,,ALL,2020,1182.52
KGZ,,ALL,2021,1276.24
LTU,,ALL,1995,2167.79
LTU,,ALL,1996,2327.43
LTU,,ALL,1997,2830.28
LTU,,ALL,1998,3166.67
LTU,,ALL,1999,3113.18
LTU,,ALL,2000,3293.23
LTU,,ALL,2001,3525.79
LTU,,ALL,2002,4141.59
LTU,,ALL,2003,5499.43
LTU,,ALL,2004,6700.33
LTU,,ALL,2005,7854.77
LTU,,ALL,2006,9230.71
LTU,,ALL,2007,12285.45
LTU,,ALL,2008,14945
LTU,,ALL,2009,11820.78
LTU,,ALL,2010,11987.51
LTU,,ALL,2011,14376.95
LTU,,ALL,2012,14367.71
LTU,,ALL,2013,15729.65
LTU,,ALL,2014,16551.02
LTU,,ALL,2015,14263.96
LTU,,ALL,2016,15008.31
LTU,,ALL,2017,16885.41
LTU,,ALL,2018,19186.18
LTU,,ALL,2019,19575.77
LTU,,ALL,2020,20232.3
LTU,,ALL,2021,23433.39
LUX,,ALL,1970,4298.03
LUX,,ALL,1971,4435.4
LUX,,ALL,1972,5486.72
LUX,,ALL,1973,7447.21
LUX,,ALL,1974,8966.73
LUX,,ALL,1975,8701.3
LUX,,ALL,1976,9490.69
LUX,,ALL,1977,10486.34
LUX,,ALL,1978,13034.39
LUX,,ALL,1979,15204.33
LUX,,ALL,1980,16531.11
LUX,,ALL,1981,13837.13
LUX,,ALL,1982,12590.98
LUX,,ALL,1983,12374.03
LUX,,ALL,1984,12126.94
LUX,,ALL,1985,12481.97
LUX,,ALL,1986,18149.87
LUX,,ALL,1987,22443.43
LUX,,ALL,1988,25219.35
LUX,,ALL,1989,26618.07
LUX,,ALL,1990,33465.48
LUX,,ALL,1991,35747.34
LUX,,ALL,1992,39570.86
LUX,,ALL,1993,40066.72
LUX,,ALL,1994,43933.24
LUX,,ALL,1995,51032.35
LUX,,ALL,1996,50444.36
LUX,,ALL,1997,46641.64
LUX,,ALL,1998,47445.38
LUX,,ALL,1999,50872.45
LUX,,ALL,2000,48659.6
LUX,,ALL,2001,48440.14
LUX,,ALL,2002,53005.73
LUX,,ALL,2003,65689.32
