COUNTRY,COUNTRY_GRP,SEX,YEAR,VALUE
UKR,,ALL,1996,4.79
UKR,,ALL,1997,4.19
UKR,,ALL,1998,3.54
UKR,,ALL,1999,2.94
UKR,,ALL,2000,2.9
UKR,,ALL,2001,3.07
UKR,,ALL,2002,3.51
UKR,,ALL,2003,4.04
UKR,,ALL,2004,3.87
UKR,,ALL,2005,3.81
UKR,,ALL,2006,3.88
UKR,,ALL,2007,3.93
UKR,,ALL,2008,3.83
UKR,,ALL,2009,4.29
UKR,,ALL,2010,4.42
UKR,,ALL,2011,3.73
UKR,,ALL,2012,4.13
UKR,,ALL,2013,4.15
UKR,,ALL,2014,3.6
UZB,,ALL,1995,3.6
UZB,,ALL,1996,3.7
UZB,,ALL,1997,3.3
UZB,,ALL,1998,2.94
UZB,,ALL,1999,2.8
UZB,,ALL,2000,2.52
UZB,,ALL,2001,2.55
UZB,,ALL,2002,2.42
UZB,,ALL,2003,2.38
UZB,,ALL,2004,2.26
UZB,,ALL,2005,2.28
UZB,,ALL,2006,2.45
UZB,,ALL,2007,2.3
UZB,,ALL,2008,2.53
UZB,,ALL,2009,2.62
UZB,,ALL,2010,2.75
UZB,,ALL,2011,2.86
UZB,,ALL,2012,3.13
UZB,,ALL,2013,3.12
UZB,,ALL,2014,3.11
,WESTERN_BALKANS,ALL,1995,3.7
,WESTERN_BALKANS,ALL,1996,4.03
,WESTERN_BALKANS,ALL,1997,3.85
,WESTERN_BALKANS,ALL,1998,3.94
,WESTERN_BALKANS,ALL,1999,4.19
,WESTERN_BALKANS,ALL,2000,3.94
,WESTERN_BALKANS,ALL,2001,4.17
,WESTERN_BALKANS,ALL,2002,4.8
,WESTERN_BALKANS,ALL,2003,5.03
,WESTERN_BALKANS,ALL,2004,4.96
,WESTERN_BALKANS,ALL,2005,4.9
,WESTERN_BALKANS,ALL,2006,4.87
,WESTERN_BALKANS,ALL,2007,5.08
,WESTERN_BALKANS,ALL,2008,5.25
,WESTERN_BALKANS,ALL,2009,5.41
,WESTERN_BALKANS,ALL,2010,5.4
,WESTERN_BALKANS,ALL,2011,5.4
,WESTERN_BALKANS,ALL,2012,5.45
,WESTERN_BALKANS,ALL,2013,5.28
,WESTERN_BALKANS,ALL,2014,5.51
,WHO_EURO,ALL,1995,4.86
,WHO_EURO,ALL,1996,4.93
,WHO_EURO,ALL,1997,5.07
,WHO_EURO,ALL,1998,4.87
,WHO_EURO,ALL,1999,4.77
,WHO_EURO,ALL,2000,4.72
,WHO_EURO,ALL,2001,4.87
,WHO_EURO,ALL,2002,5.07
,WHO_EURO,ALL,2003,5.17
,WHO_EURO,ALL,2004,5.12
,WHO_EURO,ALL,2005,5.22
,WHO_EURO,ALL,2006,5.28
,WHO_EURO,ALL,2007,5.27
,WHO_EURO,ALL,2008,5.46
,WHO_EURO,ALL,2009,6
,WHO_EURO,ALL,2010,5.83
,WHO_EURO,ALL,2011,5.68
,WHO_EURO,ALL,2012,5.76
,WHO_EURO,ALL,2013,5.75
,WHO_EURO,ALL,2014,5.71
,,,,
Last update,2023.10.04 18:00:46 GMT,,,
Description,"Public-sector expenditure on health as % of GDP, WHO estimates",,,
Reference link,https://dw.euro.who.int/api/v3/measures/HFA_567?lang=En,,,
,,,,
Copyright,,,,
© WHO Regional Office for Europe 2024. All rights reserved.,https://www.who.int/about/policies/publishing/copyright,,,
